id,amount0,amountUSD,amount1,timestamp
0x18fed55725d45ad2ce6cd0daf40aa0beef2b36288105fa0fc5243211710b87ea#22493,100000.0,3354.6914021722046,-1.1866718253247106,2024-02-18 21:16:23
0x64733241faede265f34d583a4080abd8e2a16f7b4214b00a35f472aeacd15673#22498,6000.0,205.6351946840624,-0.07186072750386424,2024-02-18 22:12:47
0x3a1789debfdcc8eb434ea8ed1eec4e56f5bf165aff14bd85ad88fd4952790d17#22499,2310.971562546137,79.56717180264273,-0.02765675931129804,2024-02-18 22:24:47
0x7d6221157399ad7486760bdabaf1bf441bf30b65bd4a77e29119e2ecaee5da68#22502,69122.42907252714,2395.3384370610806,-0.8303970016619435,2024-02-18 22:35:23
0x21da6dc7750c78d6f72487915ddda6a935c9ea09136851a9a0399e5e7e80a17c#22503,36304.97567624105,1243.6635970935527,-0.43191709483375074,2024-02-18 22:50:59
0x7305dabd930cd2aad591661e88fb38a45c0e0e182d158de6afda1435e23752a3#22505,179628.50333165273,6045.311273713623,-2.0958071012351236,2024-02-18 23:15:35
0xb0273c7256e7695451cfdcc4b8e081c0e44bde6b29ce5d4f85e885715b27a986#22508,8063.77,273.7443474867264,-0.09490040235108572,2024-02-18 23:28:35
0x2720e0adc4c877b44e154d568490d0c60611af3c5724730550af30ae7918911a#22509,3715.754372196259,125.99807572492503,-0.043682566628952146,2024-02-18 23:29:59
0x3789139829008c0e76c527cb47577c1922bcd1112314925a42d27a09b2007060#22510,1500.0,50.70489870818713,-0.017625641699038956,2024-02-18 23:34:47
0xe900d103dcebc9e7a097a1a2b8319ce20945e503e9e52e31fce157f4c15cda33#22511,50000.0,1683.1878147906286,-0.5847633420958604,2024-02-19 00:14:35
0x0ec6b00b161d5c15801cbd0d616c91ceee91edc850db70da2397dbbf8ac81146#22514,2000.0,68.21400671396263,-0.02374081163263923,2024-02-19 01:18:47
0x1695b7ef6563a4cf4513e7f70eb80e90ac9b0221c77343f3564ea8e1ff87fa82#22517,119474.30834793561,4179.3595698128875,-1.4545603325729641,2024-02-19 01:30:35
